id	biome	feature	material	environment_package	location	seq_counts	rel_seq_count
4442467.3	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	167986	22
4442472.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	56777	0
4442475.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	5929	1
4442498.3	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	13594	0
4442499.3	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	16552	0
4442499.4	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	18034	2
4442500.3	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	21984	1
4442500.4	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22956	1
4442503.3	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22446	2
4442582.3	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	15674	1
4442583.3	hot spring	hot spring	hot spring	water	Yellowstone Natl Park	44544	659
4442589.3	unknown	unknown	unknown	unknown	unknown	1482	0
4442589.4	unknown	unknown	unknown	unknown	unknown	1430	0
4442590.3	unknown	unknown	unknown	unknown	unknown	1460	0
4442591.3	unknown	unknown	unknown	unknown	unknown	1252	0
4442591.4	unknown	unknown	unknown	unknown	unknown	1422	0
4442591.5	unknown	unknown	unknown	unknown	unknown	22992	1
4442594.3	unknown	unknown	unknown	unknown	unknown	154962	0
4442605.3	unknown	unknown	unknown	unknown	unknown	1356	0
4442606.3	unknown	unknown	unknown	unknown	unknown	99194	6
4442618.3	unknown	unknown	unknown	unknown	unknown	1472	0
4442619.3	unknown	unknown	unknown	unknown	unknown	1356	0
4442620.3	unknown	unknown	unknown	unknown	unknown	1398	0
4442626.3	marine habitat	marine habitat	marine habitat	water	Upwelling, Fernandina Island	6424371	6
4442643.3	coral reef	coral reef	water	water	Pacific Ocean	558528	1
4442652.3	coral reef	coral reef	water	water	Pacific Ocean	530907	0
4442653.3	coral reef	coral reef	water	water	Pacific Ocean	492332	0
4442701.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	the secondary forest of Bosque Lluvioso, an INBio private reserve near the town of Gu�piles, Costa Rica	1374103	5
4442702.3	unknown	unknown	unknown	unknown	unknown	82600	2
4442708.3	marine habitat	marine habitat	marine habitat	water	Outside Halifax, Nova Scotia	1012194	13
4442709.3	marine habitat	marine habitat	marine habitat	water	Northern Gulf of Maine	984854	7
4442889.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	46982	0
4442941.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Port Quin, Cornwall	112874	0
4442948.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Port Quin, Cornwall	201055	0
4442949.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Port Quin, Cornwall	118015	0
4442950.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Firth of Clyde	17102	0
4442951.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Port Quin, Cornwall	11892	0
4442952.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Firth of Clyde	33170	0
4442953.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Firth of Clyde	51988	0
4442954.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Firth of Clyde	31370	0
4442980.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	38607	0
4442981.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	57455	0
4442982.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	38411	0
4442983.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	36344	0
4442984.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	15968	1
4442985.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	36855	0
4442986.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	46505	0
4442987.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	11997	0
4442988.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	49581	0
4442989.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	47017	0
4442990.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Amherst, Massachusetts	29123	0
4443231.3	soil	soil	soil	soil	Eureka	8102651	19
4443232.3	soil	soil	soil	soil	Eureka	3070744	302
4443242.3	unknown	unknown	unknown	unknown	unknown	35800	6
4443316.3	ocean biome	marine habitat	anoxic water	water	Iquique	725513	0
4443317.3	ocean biome	marine habitat	anoxic water	water	Iquique	411227	0
4443361.3	unknown	unknown	unknown	unknown	unknown	146668	3776
4443364.3	unknown	unknown	unknown	unknown	unknown	155800	1335
4443679.3	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	177541	0
4443680.3	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	174685	0
4443681.3	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	996882	1
4443682.3	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	5157722	10
4443683.3	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	1837882	17
4443684.3	freshwater	freshwater	freshwater	unknown	unknown	5103895	22
4443685.3	marine habitat	marine habitat	marine habitat	water	Organic Lake	516039	16
4443686.3	marine habitat	marine habitat	marine habitat	water	Newcomb Bay, Antarctica	1846310	0
4443687.3	marine habitat	marine habitat	marine habitat	water	Antarctic Territory Claimed by Australia	1736793	3
4443688.3	marine habitat	marine habitat	marine habitat	water	Botany Bay near Bare Island, Sydney, Australia	1368848	73
4443689.3	marine habitat	marine habitat	marine habitat	water	Botany Bay near Bare Island, Sydney, Australia	250478	103
4443691.3	marine habitat	marine habitat	marine habitat	host-associated	Botany Bay near Bare Island, Sydney, Australia	278854	1
4443693.3	marine habitat	marine habitat	marine habitat	host-associated	Botany Bay near Bare Island, Sydney, Australia	3223877	41
4443695.3	marine habitat	marine habitat	marine habitat	water	South Pacific Subtropical Gyre	363456	0
4443697.3	marine habitat	marine habitat	marine habitat	water	Pacific Equatorial Divergence Province	1308407	0
4443698.3	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial	301057	2
4443699.3	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial	1305681	1
4443700.3	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial Countercurrent	297617	1
4443701.3	marine habitat	marine habitat	marine habitat	water	North Pacific Tropical Gyre	1071265	2
4443702.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	361716	0
4443703.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	227010	1
4443704.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	623702	0
4443705.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	514920	1
4443706.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	214786	0
4443707.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	183634	1
4443708.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	36070	0
4443709.3	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	78576	0
4443711.3	marine habitat	marine habitat	marine habitat	water	Scripps Institution of Oceanography, La Jolla, CA	925016	1
4443712.3	marine habitat	marine habitat	marine habitat	unknown	unknown	996262	0
4443713.3	marine habitat	marine habitat	marine habitat	unknown	unknown	1098333	0
4443714.3	marine habitat	marine habitat	marine habitat	unknown	unknown	951722	0
4443715.3	marine habitat	marine habitat	marine habitat	unknown	unknown	876971	2
4443716.3	marine habitat	marine habitat	marine habitat	unknown	unknown	1087774	0
4443717.3	marine habitat	marine habitat	marine habitat	unknown	unknown	920454	0
4443718.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	134150	0
4443719.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	126648	2
4443720.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	123255	2
4443721.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	26072	0
4443722.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	115444	6
4443723.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	78858	6
4443724.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	82764	1
4443725.3	marine habitat	marine habitat	marine habitat	unknown	unknown	1196224	1
4443726.3	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	112590	4
4443729.3	marine habitat	marine habitat	marine habitat	unknown	unknown	1256909	0
4443731.3	marine habitat	marine habitat	marine habitat	unknown	unknown	989005	1
4443732.3	marine habitat	marine habitat	marine habitat	unknown	unknown	1145740	1
4443733.3	marine habitat	marine habitat	marine habitat	water	SJ0609.03	399836	0
4443734.3	marine habitat	marine habitat	marine habitat	water	SJ0609.12 Station	320553	0
4443745.3	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	unknown	Yellowstone Natl Park Hot Springs, Moran, WY	648	0
4443746.3	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	unknown	Yellowstone Natl Park Hot Springs, Moran, WY	49230	8
4443747.3	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	unknown	Yellowstone Natl Park Hot Springs, Moran, WY	5916	0
4443749.3	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	unknown	Yellowstone Natl Park Hot Springs, Moran, WY	339218	5
4443750.3	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	unknown	Yellowstone Natl Park Hot Springs, Moran, WY	24032	10
4443753.3	waste water	waste water	waste water	unknown	unknown	461743	2
4443754.3	waste water	waste water	waste water	unknown	unknown	484440	3
4443755.3	waste water	waste water	waste water	unknown	unknown	586697	2
4443756.3	waste water	waste water	waste water	unknown	unknown	580108	1
4443762.3	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	unknown	Yellowstone Natl Park Hot Springs, Moran, WY	117877	9
4443765.3	marine habitat	marine habitat	marine habitat	water	Scripps Institution of Oceanography, La Jolla, CA	925016	1
4443766.3	marine habitat	marine habitat	marine habitat	water	South Pacific Subtropical Gyre	954770	1
4443776.3	ocean biome	marine habitat	anoxic water	water	Iquique	1278631	18
4443777.3	ocean biome	marine habitat	anoxic water	water	Iquique	1733944	72
4444077.3	unknown	unknown	unknown	unknown	unknown	3896470	4
4444083.3	unknown	unknown	unknown	unknown	unknown	2035011	3
4444130.3	unknown	unknown	unknown	unknown	unknown	1400053	107
4444164.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Small Animal Clinic of the University of Illinois, College of Veterinary Medicine, Urbana, IL	773685	28
4444165.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Small Animal Clinic of the University of Illinois, College of Veterinary Medicine, Urbana, IL	652985	38
4444195.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	human-oral	San Diego University, San Diego, California	363062	10
4444196.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	human-oral	San Diego University, San Diego, California	414234	279
4444702.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Small Animal Clinic of the University of Illinois, College of Veterinary Medicine, Urbana, IL	591184	193
4444703.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Small Animal Clinic of the University of Illinois, College of Veterinary Medicine, Urbana, IL	884488	281
4444843.3	unknown	unknown	unknown	unknown	unknown	77497	0
4444863.3	marine habitat	marine habitat	marine habitat	water	Mariana Trough	547851	740
4444950.3	unknown	unknown	unknown	unknown	unknown	56680	0
4444951.3	unknown	unknown	unknown	unknown	unknown	58088	0
4445064.3	unknown	unknown	unknown	unknown	unknown	2254902	1
4445065.3	unknown	unknown	unknown	unknown	unknown	3287557	3
4445066.3	unknown	unknown	unknown	unknown	unknown	3164285	3
4445067.3	unknown	unknown	unknown	unknown	unknown	2881288	12
4445068.3	unknown	unknown	unknown	unknown	unknown	3885120	6
4445069.3	unknown	unknown	unknown	unknown	unknown	4448141	10
4445070.3	unknown	unknown	unknown	unknown	unknown	4838300	5
4445081.3	unknown	unknown	unknown	unknown	unknown	3159343	4
4445089.3	unknown	unknown	unknown	unknown	unknown	16955	0
4445090.3	unknown	unknown	unknown	unknown	unknown	57151	0
4445091.3	unknown	unknown	unknown	unknown	unknown	59993	0
4445092.3	unknown	unknown	unknown	unknown	unknown	60097	0
4445093.3	unknown	unknown	unknown	unknown	unknown	23845	0
4445094.3	unknown	unknown	unknown	unknown	unknown	78127	1
4445095.3	unknown	unknown	unknown	unknown	unknown	25412	0
4445106.3	cultured habitat	cultured habitat	cultured habitat	miscellaneous	Hunting Valley, OH	78855	1
4445126.3	freshwater biome	microbial mat	lake bottom mud	microbial mat|biofilm	Ellesmere Island	478242	11
4445129.3	freshwater biome	microbial mat	lake bottom mud	microbial mat|biofilm	Ellesmere Island	666226	24
4445130.3	cultured habitat	cultured habitat	cultured habitat	miscellaneous	Hunting Valley, OH	568166	1
4445547.3	Large lake biome	microbial feature	water	host-associated	91 N. Eagleville rd, storrs CT	303105	9
4445728.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	126952	0
4445729.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	172724	0
4445730.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	535624	2
4445731.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	146422	2
4445734.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	334746	718
4445735.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	1209914	6
4445736.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	207488	0
4445737.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	217436	1
4445755.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Nelly Bay Magnetic Island	2919933	0
4445756.3	organism-associated habitat	organism-associated habitat	organism-associated habitat	host-associated	Nelly Bay Magnetic Island	2792923	0
4445803.3	plant associated	plant associated	plant associated	unknown	Area de Conservaci�n Guanacaste	230104	0
4445806.3	plant associated	plant associated	plant associated	unknown	Area de Conservaci�n Guanacaste	441049	3
4445807.3	plant associated	plant associated	plant associated	unknown	Area de Conservaci�n Guanacaste	402684	0
4445845.3	freshwater biome	microbial mat	lake bottom mud	microbial mat|biofilm	McMurdo Iceshelf	155206	12
4445990.3	soil	soil	soil	soil	Mercury, Navada	1100228	211
4445993.3	soil	soil	soil	soil	Mercury, Navada	698344	116
4445994.3	soil	soil	soil	soil	Mercury, Navada	1366164	187
4445996.3	soil	soil	soil	soil	Mercury, Navada	583854	123
4446075.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	239245	6
4446120.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	unknown	253290	19
4446121.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	171131	17
4446122.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	86627	3042
4446124.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	147280	2136
4446125.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	111332	25
4446126.3	human-associated habitat	human-associated habitat	human-associated habitat	human-associated	California	177988	102
4446153.3	soil	soil	soil	soil	subtropical lower montane wet forest in the Luquillo Experimental Forest	4964474	129
4446341.3	estuarine biome	marine benthic feature	sandy sediment	sediment	Point Turton	366311	3
4446342.3	estuarine biome	marine benthic feature	sandy sediment	sediment	Port Flinders	454915	1
4446406.3	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	418223	0
4446411.3	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	289036	0
4446412.3	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	133369	1
4446437.3	sea	marine habitat	water	water	Eastern Irish Sea	154513	0
4446507.3	unknown	unknown	unknown	unknown	unknown	5292203	130
4446622.3	unknown	unknown	unknown	unknown	unknown	149988	39
4446901.3	unknown	unknown	unknown	unknown	unknown	99383	0
4446969.3	marine chemocline	brackish water habitat	water	water	Landsort Deep, Baltic Sea	84558	1
4446970.3	marine pelagic feature	brackish water habitat	water	water	Landsort Deep, Baltic Sea	28245	0
4447016.3	unknown	unknown	unknown	unknown	unknown	99338	0
4447020.3	cultured habitat	cultured habitat	cultured habitat	unknown	Ithaca, NY	2027030	37
4447101.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	493704	128
4447102.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	489762	151
4447103.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	751512	208
4447192.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	337030	118
4447212.3	freshwater biome	biofilm	anaerobic sludge	wastewater|sludge	Urbana, IL	1295779	0
4447277.3	soil	soil	soil	unknown	unknown	5605	0
4447446.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	114774	23
4447447.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	151538	12
4447448.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	109908	10
4447449.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	138092	14
4447454.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	101670	10
4447455.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	135144	13
4447456.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	119488	12
4447457.3	Temperate grasslands	animal-associated habitat	feces	host-associated	Ithaca, NY	50852	9
4447483.3	coral reef	coral reef	water	water	Abrolhos Reefs	261170	3
4447551.3	coral reef	coral reef	water	water	Abrolhos Reefs	185116	2
4447793.3	unknown	unknown	unknown	unknown	unknown	1621137	178
4447797.3	freshwater biome	Superfund site	ground water	water	Española, New Mexico	13647214	498
4447810.3	terrestrial biome	plant-associated habitat	organic material	plant-associated	Ciruelos de Coca	2495071	204
4447811.3	terrestrial biome	plant-associated habitat	organic material	plant-associated	Reckenholz	2472910	224
4447834.3	freshwater biome	Superfund site	ground water	water	Española, New Mexico	13617712	402
4447837.3	freshwater biome	Superfund site	ground water	water	Española, New Mexico	14745882	308
4447838.3	freshwater biome	Superfund site	ground water	water	Española, New Mexico	14528192	259
4447862.3	coral reef	coral reef	water	water	Abrolhos Reefs	215144	7
4447903.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	613480	163
4447943.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	679006	197
4447951.3	aquatic biome	cave	water	microbial mat|biofilm	south australia	241528	1
4447970.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	141006	18
4447971.3	human-associated habitat	human-associated habitat	human-associated habitat	human-oral	Valencia	195444	61
4448044.3	unknown	unknown	unknown	human-gut	unknown	6132624	378
4448052.3	aquatic biome	cave	water	microbial mat|biofilm	south australia	785070	6
4448187.3	hydrothermal vent	hydrothermal vent	hydrothermal vent	water	Juan de Fuca Ridge	462492	5
4448226.3	marine habitat	marine habitat	marine habitat	water	Mariana Trough	221244	681
4448367.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Clay Center, Nebraska	584242	318
4448427.3	coral reef	coral reef	water	water	Abrolhos Reefs	11606	0
4449098.3	unknown	unknown	unknown	unknown	unknown	12645	1
4449103.3	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	4415728	2
4449104.3	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	5378752	20
4449125.3	soil	soil	soil	soil	Alert	695270	285
4449126.3	soil	soil	soil	soil	Alert	549068	203
4449206.3	aquatic biome	acid hot spring	hydrothermal fluid	water	Parque Nacional Nevado del Ruiz	390688	11
4449249.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	403725	14
4449252.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	623664	28
4449255.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	546399	21
4449256.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	598542	28
4449258.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	446635	12
4449259.3	coral reef	coral reef	water	water	Atlantic Ocean	252864	0
4449268.3	coral reef	coral reef	water	water	Atlantic Ocean	202537	5
4449284.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	523609	22
4449356.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	296289	11
4449357.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	437862	16
4449358.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	554879	22
4449359.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	381116	10
4449360.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	521791	11
4449362.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	541024	19
4449363.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	423366	11
4449364.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	404974	10
4449365.3	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	242792	6
4449580.3	unknown	unknown	unknown	unknown	unknown	103524	0
4449581.3	unknown	unknown	unknown	unknown	unknown	111934	0
4449582.3	unknown	unknown	unknown	unknown	unknown	62908	0
4449583.3	unknown	unknown	unknown	unknown	unknown	68636	0
4449584.3	unknown	unknown	unknown	unknown	unknown	128604	0
4449589.3	sea	harbor	water	water	Genova Port	1143490	11
4449590.3	aquatic habitat	aquatic habitat	aquatic habitat	unknown	Highborne Cay	125488	0
4449591.3	aquatic habitat	aquatic habitat	aquatic habitat	unknown	Highborne Cay	142330	0
4449685.3	sea	harbor	water	water	Genova Port	3051324	7
4449707.3	sludge	sludge	sludge	wastewater|sludge	South India	519683	87
4449877.3	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	576211	16
4449956.3	terrestrial biome	plant-associated habitat	organic material	plant-associated	Los Banos	2127424	272
4450123.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	207132	27
4450124.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	171088	24
4450125.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	197696	14
4450126.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	195298	13
4450127.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	262198	26
4450130.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	5645670	147
4450131.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	5177523	202
4450171.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	5203159	137
4450172.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	5847970	163
4450209.3	food	food	food	miscellaneous	Seoul	186587	1
4450210.3	food	food	food	miscellaneous	Seoul	160628	1
4450211.3	food	food	food	miscellaneous	Seoul	219609	3
4450212.3	food	food	food	miscellaneous	Seoul	253761	3
4450213.3	food	food	food	miscellaneous	Seoul	130547	0
4450214.3	food	food	food	miscellaneous	Seoul	448221	6
4450215.3	food	food	food	miscellaneous	Seoul	455435	4
4450216.3	food	food	food	miscellaneous	Seoul	1657424	12
4450217.3	food	food	food	miscellaneous	Seoul	801449	17
4450218.3	food	food	food	miscellaneous	Seoul	412234	8
4450219.3	unknown	unknown	unknown	unknown	unknown	953959	8
4450221.3	unknown	unknown	unknown	unknown	unknown	1028522	7
4450223.3	unknown	unknown	unknown	unknown	unknown	1547019	5
4450224.3	unknown	unknown	unknown	unknown	unknown	1678310	1
4450243.3	terrestrial biome	coastal plain	leafy wood soil	soil	Cubatao	3836117	1064
4450249.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	85184	1
4450250.3	Tundra biome	peat soil	peat soil	soil	Ny Ålesund, Svalbard	85557	1
4450328.3	terrestrial biome	plant-associated habitat	organic material	plant-associated	Los Banos	6188881	835
4450628.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	4969269	157
4450629.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	5087507	181
4450630.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	6609904	223
4450631.3	terrestrial biome	landfill	contaminated soil	soil	South Bohemia	6124368	194
4450653.3	freshwater biome	sediment	sediment	sediment	RIFRC site, Rifle, CO	13835172	113
4450678.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	Urbana, IL	3531556	13
4450679.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	Urbana	2281158	12
4450680.3	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	Urbana, IL	1819048	20
4450729.3	soil	soil	soil	soil	Alert	208882	55
4450731.3	soil	soil	soil	soil	Alert	843860	93
4450750.3	soil	soil	soil	unknown	Nevada	1454004	54
4450752.3	soil	soil	soil	unknown	Nevada	1193094	41
4450891.3	Neritic epipelagic zone biome	coastal water body	coastal water	water	Coastal waters off Lima	2020510	1
4450892.3	Neritic epipelagic zone biome	coastal water body	coastal water	water	Coastal waters off Lima	1717752	0
4451033.3	Mangrove biome	intertidal zone	estuarine mud	soil	Bertioga	463404	9
4451034.3	Mangrove biome	intertidal zone	estuarine mud	soil	Bertioga	426696	13
4451035.3	Mangrove biome	intertidal zone	estuarine mud	soil	Bertioga	358768	14
4451036.3	Mangrove biome	intertidal zone	estuarine mud	soil	Cananeia	389594	14
4451038.3	aquatic biome	sulfur spring	sediment	sediment	Southwestern Oklahoma	314087	1
4451065.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	241100	16
4451068.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	162558	2
4451069.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	165293	37
4451070.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	303645	5
4451071.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	81625	0
4451072.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	144885	0
4451073.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	213243	0
4451075.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	229232	1
4451076.3	Cold-winter (continental) deserts and semideserts	cold temperature habitat	water	miscellaneous	Ny-Alesund	164899	3
